1	310
2	670
3	672
4	5245
5	5248
6	8842
7	9635
8	10049
9	12013
10	12432
11	12465
12	15023
13	20037
14	21218
15	21495
16	28089
17	28098
18	28319
19	28479
20	34780
21	35951
22	36560
23	45656
24	47145
25	47212
26	47302
27	49452
28	50198
29	51084
30	58008
31	59887
32	65351
33	67446
34	69313
35	71032
36	74223
37	76592
38	77116
39	81560
40	84134
41	88056
42	89818
43	90072
44	90982
45	94632
46	95743
47	96611
48	97991
49	101162
50	101366
51	102745
52	104060
53	119867
54	123989
55	124743
56	126100
57	137450
58	137881
59	139477
60	139781
61	143718
62	146274
63	147451
64	155463
65	157834
66	158282
67	159105
68	170513
69	171619
70	172874
71	185091
72	185144
73	192849
74	199285
75	200465
76	202085
77	203626
78	208090
79	209015
80	209051
81	209052
82	209401
83	209518
84	210574
85	212825
86	220909
87	221940
88	224445
89	228609
90	229188
91	233664
92	235370
93	241741
94	242335
95	250186
96	252133
97	253677
98	253978
99	256080
100	256323
101	256621
102	258487
103	263079
104	264949
105	269658
106	273222
107	273657
108	275709
109	284190
110	290210
111	292442
112	294008
113	294299
114	294745
115	295031
116	297479
117	299790
118	300476
119	302852
120	304201
121	305697
122	306194
123	306305
124	310693
125	311161
126	311302
127	311714
128	312240
129	312366
130	312434
131	313491
132	313554
133	313745
134	315062
135	317953
136	318318
137	321767
138	321944
139	324320
140	324631
141	326236
142	326474
143	326962
144	327002
145	327696
146	328858
147	329915
148	330074
149	330079
150	330430
151	330534
152	331011
153	331585
154	332786
155	333431
156	335022
157	336162
158	336191
159	337472
160	337618
161	337859
162	338176
163	338591
164	338973
165	339107
166	339598
167	339741
168	339897
169	340546
170	340720
171	340936
172	341295
173	341710
174	341755
175	342745
176	343076
177	343092
178	343127
179	343189
180	343258
181	343642
182	343943
183	345742
184	346768
185	347044
186	347734
187	350838
188	351336
189	353750
190	354274
191	356690
192	357683
193	360785
194	361346
195	361899
196	364118
197	365358
198	366226
199	366491
200	367481
201	369063
202	369211
203	369383
204	372477
205	374046
206	374299
207	376728
208	377420
209	377916
210	378704
211	379240
212	380137
213	380402
214	382803
215	384962
216	385245
217	388172
218	391336
219	392716
220	396746
221	396766
222	398333
223	398993
224	400174
225	401130
226	404316
227	404380
228	408061
229	412144
230	414787
231	414834
232	417078
233	419018
234	419480
235	421663
236	425806
237	428843
238	432179
239	434745
240	436668
241	441012
242	442273
243	444805
244	450998
245	451457
246	454928
247	459833
248	461433
249	461660
250	462263
251	465751
252	467870
253	467894
254	468603
255	472330
256	477056
257	478691
258	481566
259	482548
260	484556
261	485087
262	486352
